,word,frequency
5008,"instinctively
",1
5009,altered,3
5010,"tread,",1
5011,expectation,3
5012,drawbridge;,1
5013,"drawbridge,",6
5014,"open
",2
5015,crowd,21
5016,door;,2
5017,discernible,1
5018,windows;,2
5019,passer-by,1
5020,"An
",1
5021,unnatural,2
5022,desertion,1
5023,reigned,1
5024,Only,6
5025,soul,7
5026,Defarge-,1
5027,leaned,12
5028,"door-post,
",1
5029,"knitting,",12
5030,"followed
",2
5031,arrested,3
5032,step,6
5033,"asking,
",1
5034,"miserably,",1
5035,"went,",4
5036,"lamplight,",1
5037,courtyard.,4
5038,quickly,9
5039,in;-,1
5040,"immediately
",2
5041,afterwards,9
5042,"door-post,",2
5043,"box,",3
5044,"""To",14
5045,"Barrier!""",1
5046,postilion,1
5047,cracked,2
5048,"whip,",2
5049,clattered,1
5050,"feeble
",1
5051,overswinging,1
5052,"lamps.
",1
5053,over-swinging,2
5054,lamps-,1
5055,swinging,6
5056,brighter,6
5057,dimmer,1
5058,worse-,1
5059,"shops,
",1
5060,gay,1
5061,"crowds,",1
5062,illuminated,3
5063,"coffee-houses,",1
5064,"theatre-doors,",1
5065,gates.,2
5066,Soldiers,2
5067,"lanterns,",2
5068,guard-house,2
5069,"""Your",9
5070,"papers,",4
5071,"travellers!""",1
5072,"""See",6
5073,"Officer,""",1
5074,gravely,1
5075,"apart,",4
5076,"""these",1
5077,papers,15
5078,consigned,2
5079,"the--""",1
5080,"flutter
",1
5081,military,4
5082,"uniform,",1
5083,connected,7
5084,"looked,
",1
5085,"white
",3
5086,"Forward!""",1
5087,uniform.,1
5088,"""Adieu!""",1
5089,feebler,1
5090,"stars.
",1
5091,Beneath,1
5092,arch,1
5093,unmoved,1
5094,lights;,2
5095,"some,",4
5096,"remote
",1
5097,learned,11
5098,doubtful,1
5099,rays,1
5100,discovered,5
5101,space,8
5102,done:,1
5103,"broad
",1
5104,black.,1
5105,restless,6
5106,"interval,",1
5107,"dawn,
",1
5108,whispered,11
5109,Lorry-,3
5110,"sitting
",1
5111,wondering,4
5112,subtle,2
5113,powers,2
5114,restoration-,1
5115,"inquiry:
",1
5116,"answer:
",1
5117,END,2
5118,OF,7
5119,FIRST,1
5120,"BOOK.
",2
5121,BOOK,2
5122,"SECOND
",1
5123,GOLDEN,1
5124,"THREAD
",1
5125,FIVE,1
5126,YEARS,1
5127,"LATER
",1
5128,TELLSON'S,2
5129,BANK,1
5130,Bar,7
5131,old-fashioned,3
5132,eighty.,2
5133,"small,",4
5134,"ugly,",1
5135,incommodious.,1
5136,"place,
",2
5137,"moreover,",4
5138,moral,5
5139,attribute,1
5140,partners,3
5141,proud,7
5142,"smallness,",1
5143,"ugliness,",1
5144,incommodiousness.,1
5145,boastful,3
5146,eminence,1
5147,"particulars,",1
5148,"express
",1
5149,conviction,3
5150,"objectionable,",2
5151,"less
",3
5152,respectable.,1
5153,passive,1
5154,active,3
5155,weapon,7
5156,flashed,3
5157,convenient,4
5158,"(they
",1
5159,said),2
5160,wanted,8
5161,"elbow-room,",1
5162,embellishment.,1
5163,Noakes,1
5164,Co.'s,1
5165,Snooks,1
5166,"Brothers'
",1
5167,might;,1
5168,"Heaven!--
",1
5169,Any,4
5170,disinherited,1
5171,son,8
5172,rebuilding,1
5173,Tellson's.,7
5174,respect,10
5175,"much
",15
5176,par,1
5177,Country;,1
5178,disinherit,1
5179,"sons
",1
5180,suggesting,1
5181,improvements,1
5182,laws,1
5183,customs,1
5184,"respectable.
",1
5185,"triumphant
",1
5186,perfection,1
5187,inconvenience.,2
5188,bursting,5
5189,"idiotic
",1
5190,obstinacy,1
5191,"steps,",5
5192,senses,2
5193,"shop,
",2
5194,"counters,",2
5195,oldest,4
5196,"cheque
",1
5197,examined,5
5198,"signature
",1
5199,dingiest,1
5200,shower-bath,1
5201,"Fleet-street,",5
5202,dingier,1
5203,iron,18
5204,bars,6
5205,"proper,",2
5206,Bar.,2
5207,necessitated,1
5208,"House,""",1
5209,species,3
5210,Condemned,1
5211,Hold,3
5212,meditated,1
5213,misspent,1
5214,"life,
",4
5215,hardly,12
5216,bunk,1
5217,dismal,5
5218,twilight.,2
5219,"into,",1
5220,wormy,1
5221,"drawers,",1
5222,particles,1
5223,flew,1
5224,nose,5
5225,throat,10
5226,shut.,1
5227,"Your
",1
5228,bank-notes,1
5229,musty,2
5230,"odour,",1
5231,decomposing,1
5232,plate,3
5233,stowed,1
5234,"neighbouring
",1
5235,"cesspools,",1
5236,corrupted,1
5237,polish,1
5238,two.,4
5239,deeds,3
5240,extemporised,1
5241,kitchens,1
5242,"sculleries,",1
5243,fretted,1
5244,fat,1
5245,parchments,1
5246,banking-house,5
5247,air.,14
5248,lighter,4
5249,boxes,2
5250,"family
",2
5251,up-stairs,1
5252,Barmecide,1
5253,"great
",13
5254,dining-table,1
5255,"dinner,",4
5256,"where,",4
5257,"year
",3
5258,"eighty,",1
5259,letters,9
5260,"children,",6
5261,"newly
",1
5262,horror,3
5263,ogled,1
5264,exposed,1
5265,insensate,1
5266,brutality,1
5267,"ferocity
",1
5268,Abyssinia,1
5269,"Ashantee.
",1
5270,putting,14
5271,death,16
5272,recipe,1
5273,vogue,1
5274,trades,1
5275,"professions,",1
5276,Nature's,1
5277,remedy,4
5278,Legislation's?,1
5279,"Accordingly,",3
5280,forger,1
5281,Death;,5
5282,"utterer
",1
5283,note,10
5284,unlawful,1
5285,opener,1
5286,purloiner,1
5287,forty,9
5288,sixpence,1
5289,holder,2
5290,coiner,1
5291,shilling,1
5292,"Death;
",1
5293,sounders,1
5294,three-fourths,1
5295,notes,3
5296,gamut,1
5297,"Crime,",1
5298,Death.,2
5299,prevention-,1
5300,worth,16
5301,remarking,3
5302,"fact
",1
5303,reverse-,1
5304,cleared,2
5305,world),1
5306,"connected
",1
5307,after.,2
5308,"like
",9
5309,"contemporaries,",1
5310,"lives,",6
5311,ranged,1
5312,privately,2
5313,disposed,6
5314,probably,13
5315,excluded,1
5316,"rather
",7
5317,significant,1
5318,"manner.
",4
5319,Cramped,1
5320,cupboards,1
5321,hutches,1
5322,gravely.,1
5323,somewhere,4
5324,"till
",1
5325,old.,5
5326,blue-mould,1
5327,spectacularly,1
5328,poring,1
5329,"books,",2
5330,breeches,1
5331,gaiters,1
5332,weight,6
5333,Outside,1
5334,Tellson's-,2
5335,unless,4
5336,in-,4
5337,"odd-job-man,",1
5338,occasional,3
5339,porter,1
5340,served,3
5341,sign,6
5342,house.,4
5343,absent,5
5344,"hours,
",2
5345,"errand,",1
5346,son:,1
5347,grisly,2
5348,urchin,2
5349,"twelve,",5
5350,image.,1
5351,"People
",2
5352,understood,8
5353,stately,2
5354,tolerated,4
5355,odd-job-man.,1
5356,"capacity,",1
5357,post.,2
5358,"His
",8
5359,surname,1
5360,"Cruncher,",42
5361,youthful,3
5362,"renouncing
",1
5363,proxy,1
5364,works,2
5365,easterly,1
5366,parish,3
5367,church,8
5368,"Hounsditch,",1
5369,appellation,1
5370,"Jerry.
",9
5371,Cruncher's,11
5372,lodging,4
5373,"Hanging-sword-alley,
",1
5374,Whitefriars:,1
5375,half-past,1
5376,clock,6
5377,windy,3
5378,"March
",1
5379,"morning,",18
5380,Anno,1
5381,Domini,1
5382,(Mr.,4
5383,"Cruncher
",4
5384,Anna,1
5385,"Dominoes:
",1
5386,apparently,1
5387,era,2
5388,dated,2
5389,invention,1
5390,popular,7
5391,"game,",1
5392,bestowed,7
5393,"name
",4
5394,"it.)
",1
5395,apartments,1
5396,savoury,1
5397,"neighbourhood,",3
5398,"number,",2
5399,closet,3
5400,pane,2
5401,"glass
",2
5402,counted,5
5403,decently,1
5404,kept.,1
5405,"Early
",1
5406,March,2
5407,"abed
",1
5408,scrubbed,1
5409,throughout;,1
5410,cups,1
5411,"saucers
",1
5412,"clean
",1
5413,cloth,1
5414,"spread.
",1
5415,Cruncher,45
5416,reposed,2
5417,patchwork,1
5418,"counterpane,",1
5419,"Harlequin
",1
5420,home.,6
5421,"first,",21
5422,slept,6
5423,"heavily,",3
5424,"roll
",1
5425,surge,1
5426,"bed,",16
5427,spiky,3
5428,"hair
",2
5429,sheets,2
5430,ribbons.,1
5431,"juncture,
",1
5432,"exclaimed,",3
5433,dire,3
5434,"exasperation:
",1
5435,"""Bust",1
5436,ain't,5
5437,"agin!""
",1
5438,industrious,1
5439,sufficient,2
5440,haste,2
5441,trepidation,1
5442,referred,7
5443,"to.
",2
5444,"""What!""",1
5445,boot.,1
5446,"""You're",1
5447,"agin,",3
5448,hailing,1
5449,morn,1
5450,threw,10
5451,boot,2
5452,third.,3
5453,"boot,",1
5454,"may
",4
5455,introduce,1
5456,circumstance,7
5457,"Cruncher's
",1
5458,domestic,3
5459,"economy,",1
5460,whereas,1
5461,"hours
",1
5462,clean,5
5463,morning,20
5464,"clay.
",1
5465,"""What,""",2
5466,varying,2
5467,apostrophe,1
5468,"missing
",1
5469,mark-,1
5470,"""what",5
5471,"Aggerawayter?""
",1
5472,"prayers.""
",1
5473,"""Saying",1
5474,prayers!,1
5475,You're,2
5476,nice,3
5477,woman!,1
5478,flopping,5
5479,yourself,18
5480,praying,9
5481,agin,1
5482,weren't.,1
5483,liberty,4
5484,"with.
",2
5485,Here!,1
5486,"agin
",1
5487,prosperity.,1
5488,You've,3
5489,dutiful,2
5490,"mother,",11
5491,"have,",9
5492,son.,1
5493,religious,2
5494,boy:,1
5495,bread-and-butter,1
5496,snatched,2
5497,"child.""
",7
5498,Master,1
5499,(who,3
5500,shirt),1
5501,"ill,",3
5502,deprecated,1
5503,personal,11
5504,"board.
",1
5505,"suppose,",2
5506,conceited,1
5507,"female,""",1
5508,unconscious,7
5509,"inconsistency,",1
5510,prayers,3
5511,Name,1
5512,price,4
5513,"at!""
",1
5514,"heart,",13
5515,"that.""
",9
5516,"""Worth",1
5517,Cruncher.,5
5518,"ain't
",2
5519,"much,",11
5520,then.,4
5521,prayed,4
5522,afford,3
5523,unlucky,1
5524,sneaking.,1
5525,flop,3
5526,"child,",20
5527,opposition,2
5528,unnat'ral,1
5529,boy,17
5530,"unnat'ral
",1
5531,week,8
5532,counter-prayed,1
5533,countermined,1
5534,religiously,1
5535,circumvented,1
5536,luck.,2
5537,B-u-u-ust,1
5538,"me!""",7
5539,"time
",9
5540,"""if",10
5541,piety,1
5542,blowed,1
5543,choused,1
5544,luck,1
5545,with!,1
5546,"Young
",3
5547,dress,9
5548,"boy,",9
5549,signs,4
5550,"flopping,",2
5551,give,29
5552,call.,1
5553,"you,""",20
5554,addressed,7
5555,"wife
",2
5556,rickety,1
5557,"hackney-coach,",1
5558,sleepy,1
5559,"laudanum,",1
5560,lines,13
5561,strained,2
5562,shouldn't,2
5563,wasn't,2
5564,"'em,
",1
5565,pocket;,1
5566,it's,19
5567,"morning
",1
5568,prevent,7
5569,"pocket,",3
5570,"Aggerawayter,",1
5571,"now!""
",1
5572,"Growling,",1
5573,"addition,",1
5574,phrases,1
5575,yes!,2
5576,"religious,
",1
5577,interests,1
5578,throwing,4
5579,sarcastic,1
5580,sparks,4
5581,whirling,4
5582,grindstone,5
5583,"indignation,
",1
5584,betook,1
5585,boot-cleaning,1
5586,"meantime,",2
5587,"son,",4
5588,garnished,1
5589,tenderer,2
5590,"spikes,",1
5591,required,8
5592,mother.,3
5593,disturbed,6
5594,darting,2
5595,sleeping,3
5596,"closet,",2
5597,"toilet,",1
5598,cry,12
5599,"flop,",2
5600,mother.-,1
5601,"Halloa,",1
5602,"father!""
",1
5603,fictitious,1
5604,undutiful,1
5605,"grin.
",1
5606,temper,3
5607,improved,2
5608,breakfast.,2
5609,resented,2
5610,grace,3
5611,"animosity.
",1
5612,"""Now,",17
5613,Aggerawayter!,1
5614,to?,1
5615,"again?""
",1
5616,"""asked",1
5617,"blessing.""
",1
5618,"""Don't",18
5619,"it!""",3
5620,disappear,1
5621,efficacy,2
5622,"wife's
",1
5623,petitions.,1
5624,blest,2
5625,"won't
",1
5626,vittles,1
5627,table.,6
5628,Keep,2
5629,"still!""
",1
5630,Exceedingly,1
5631,red-eyed,1
5632,"grim,",2
5633,party,3
5634,convivial,1
5635,"turn,",1
5636,worried,1
5637,breakfast,2
5638,growling,1
5639,four-footed,1
5640,inmate,3
5641,menagerie.,1
5642,Towards,4
5643,"smoothed
",1
5644,ruffled,1
5645,"aspect,",7
5646,presenting,3
5647,respectable,5
5648,"business-like
",1
5649,exterior,1
5650,overlay,1
5651,self,1
5652,"with,",11
5653,issued,3
5654,forth,15
5655,occupation,5
5656,"day.
",8
5657,"trade,",1
5658,spite,4
5659,"favourite
",1
5660,"""a",6
5661,"tradesman.""",1
5662,consisted,2
5663,"stool,",6
5664,broken-backed,1
5665,Bar:,1
5666,addition,1
5667,gleaned,1
5668,vehicle,1
5669,odd-job-man's,1
5670,encampment,1
5671,"On
",3
5672,post,3
5673,Fleet-street,5
5674,"Temple,",3
5675,"itself,-and",1
5676,"ill-looking.
",1
5677,Encamped,1
5678,quarter,7
5679,"nine,",4
5680,station,4
5681,engaged,10
5682,forays,1
5683,inflict,1
5684,bodily,2
5685,mental,4
5686,injuries,1
5687,acute,1
5688,"description
",1
5689,boys,1
5690,amiable,2
5691,"purpose.
",1
5692,Father,2
5693,traffic,2
5694,"considerable
",1
5695,monkeys.,1
5696,"lessened
",1
5697,accidental,3
5698,"circumstance,",1
5699,mature,2
5700,bit,5
5701,spat,1
5702,"out
",19
5703,twinkling,2
5704,restlessly,1
5705,"Fleet-street.
",1
5706,indoor,1
5707,messengers,3
5708,establishment,2
5709,"given:
",1
5710,"""Porter",1
5711,"wanted!""
",1
5712,"""Hooray,",1
5713,father!,3
5714,Here's,1
5715,early,10
5716,job,2
5717,"with!""
",1
5718,Having,9
5719,thus,14
5720,parent,4
5721,"speed,",1
5722,seated,10
5723,"himself
",12
5724,reversionary,1
5725,"chewing,",1
5726,"cogitated.
",1
5727,"""Al-ways",1
5728,rusty!,1
5729,al-ways,1
5730,"rusty!""",1
5731,"""Where",7
5732,rust,6
5733,from?,1
5734,"here!""
",3
5735,"SIGHT
",1
5736,"""YOU",1
5737,KNOW,1
5738,Old,17
5739,"Bailey,",4
5740,"doubt?""",1
5741,"messenger.
",1
5742,"""Ye-es,",1
5743,dogged,2
5744,"Bailey.""
",3
5745,"""Just",3
5746,Bailey.,2
5747,"Much
",1
5748,"better,""",3
5749,unlike,3
5750,witness,13
5751,"""than",1
5752,"tradesman,",6
5753,"""Very",7
5754,Find,3
5755,witnesses,2
5756,door-keeper,2
5757,"in.""
",4
5758,"""Into",2
5759,"court.""
",3
5760,"inquiry,",1
5761,wait,10
5762,"sir?""",7
5763,"asked,",9
5764,result,4
5765,"conference.
",1
5766,attract,3
5767,"Lorry's
",3
5768,stand.,1
5769,"do,",13
5770,"is,
",2
5771,wishes,7
5772,"there.""
",9
5773,clerk,3
5774,deliberately,3
5775,superscribed,1
5776,"note,",1
5777,blotting-paper,1
5778,"stage,",2
5779,"remarked:
",1
5780,they'll,2
5781,Forgeries,1
5782,"morning?""
",1
5783,"""Treason!""
",1
5784,"quartering,""",1
5785,"""Barbarous!""
",1
5786,"law,""",1
5787,remarked,4
5788,"clerk,",2
5789,"surprised
",1
5790,spectacles,2
5791,"law.""
",1
5792,spile,2
5793,"man,",35
5794,think.,3
5795,"all,""",2
5796,clerk.,1
5797,"""Speak",3
5798,"law.
",2
5799,"friend,",22
5800,"law
",1
5801,itself.,3
5802,"advice.""
",2
5803,"damp,",2
5804,settles,1
5805,"voice,""",2
5806,judge,3
5807,earning,1
5808,"living
",2
5809,"""Well,",9
5810,"well,""",5
5811,clerk;,1
5812,"""we",5
5813,ways,9
5814,gaining,2
5815,livelihood.,1
5816,"ways,",4
5817,ways.,2
5818,Here,10
5819,letter.,4
5820,Go,8
5821,"along.""
",1
5822,"letter,",7
5823,internal,2
5824,deference,4
5825,outward,5
5826,"lean
",2
5827,"bow,",1
5828,informed,5
5829,"passing,",3
5830,"destination,",2
5831,hanged,3
5832,"Tyburn,",1
5833,"outside
",4
5834,obtained,7
5835,infamous,5
5836,notoriety,1
5837,"since
",1
5838,gaol,4
5839,debauchery,1
5840,villainy,1
5841,"practised,",2
5842,diseases,1
5843,"bred,",1
5844,court,10
5845,"prisoners,",3
5846,"rushed
",1
5847,dock,2
5848,Chief,4
5849,Justice,2
5850,"pulled
",1
5851,Judge,3
5852,cap,13
5853,pronounced,1
5854,doom,2
5855,"prisoner's,",1
5856,Bailey,10
5857,famous,4
5858,deadly,4
5859,"inn-yard,",1
5860,"continually,",1
5861,carts,4
5862,"coaches,",2
5863,world:,1
5864,traversing,3
5865,miles,5
5866,shaming,1
5867,"citizens,",2
5868,any.,3
5869,powerful,4
5870,"use,",1
5871,use,13
5872,beginning.,3
5873,"famous,",1
5874,"too,
",3
5875,"pillory,",2
5876,wise,5
5877,"institution,",2
5878,inflicted,1
5879,"punishment
",1
5880,foresee,3
5881,extent;,1
5882,"also,",10
5883,"whipping-post,
",1
5884,humanising,1
5885,softening,2
5886,behold,1
5887,action;,1
5888,extensive,2
5889,transactions,1
5890,"blood-money,
",1
5891,ancestral,1
5892,systematically,2
5893,leading,6
5894,mercenary,3
5895,crimes,5
5896,committed,5
5897,Heaven.,2
5898,"Altogether,",1
5899,"choice
",1
5900,illustration,2
5901,"precept,",1
5902,"""Whatever",2
5903,"right;""",1
5904,aphorism,1
5905,"lazy,",1
5906,"include
",1
5907,troublesome,3
5908,"consequence,",2
5909,"wrong.
",1
5910,Making,1
5911,tainted,2
5912,dispersed,2
5913,hideous,5
5914,"make
",4
5915,"quietly,",1
5916,"sought,",1
5917,trap,1
5918,play,10
5919,Bedlam-only,1
5920,entertainment,3
5921,dearer.,1
5922,"Therefore,
",1
5923,doors,15
5924,guarded-,1
5925,"except,",1
5926,"social
",1
5927,criminals,1
5928,"open.
",1
5929,delay,6
5930,"demur,",1
5931,grudgingly,1
5932,"hinges
",1
5933,allowed,2
5934,squeeze,2
5935,"court.
",2
5936,"""What's",7
5937,"on?""",1
5938,"yet.""
",3
5939,"on?""
",2
5940,Treason,1
5941,"case.""
",1
5942,quartering,1
5943,"eh?""
",1
5944,"""Ah!""",4
5945,relish;,1
5946,"""he'll",1
5947,"hurdle
",1
5948,"hanged,",1
5949,he'll,3
5950,sliced,1
5951,burnt,7
5952,looks,13
5953,chopped,1
5954,"off,",16
5955,quarters.,1
5956,"sentence.""
",2
5957,he's,1
5958,"Guilty,",2
5959,"say?""",1
5960,"proviso.
",1
5961,"""Oh!",8
5962,"guilty,""",1
5963,attention,7
5964,diverted,1
5965,"door-keeper,
",1
5966,wigs:,1
5967,wigged,6
5968,prisoner's,18
5969,"bundle
",2
5970,"afterwards,",10
5971,"concentrated
",1
5972,ceiling,6
5973,court.,1
5974,coughing,1
5975,"rubbing
",1
5976,signing,1
5977,"nodded
",1
5978,"case?""",1
5979,"spoken
",1
5980,"""Blest",3
5981,"know,""",6
5982,"inquire?""
",1
5983,"either,""",1
5984,"Judge,",6
5985,dialogue.,1
5986,"Presently,",2
5987,central,1
5988,interest.,3
5989,"gaolers,",1
5990,"bar.
",2
5991,Everybody,3
5992,"present,",8
5993,except,16
5994,"ceiling,",3
5995,"wind,",4
5996,Eager,2
5997,"round
",4
5998,pillars,2
5999,"comers,",1
6000,"rows
",1
6001,"court,
",4
6002,"help
",1
6003,anybody's,4
6004,"cost,",1
6005,view,1
6006,"a-tiptoe,",1
6007,"got
",6
6008,"ledges,",1
6009,"nothing,",8
6010,inch,2
6011,Conspicuous,1
6012,animated,4
6013,"spiked
",1
6014,"Newgate,",1
6015,stood:,1
6016,aiming,2
6017,"beery
",1
6018,whet,1
6019,"along,",6
6020,discharging,1
6021,mingle,2
6022,"gin,",1
6023,"tea,",3
6024,"coffee,",2
6025,"not,",14
6026,flowed,3
6027,windows,11
6028,impure,1
6029,"rain.
",1
6030,object,11
6031,"blaring,",1
6032,"about
",9
6033,"five-and-twenty,",1
6034,well-grown,1
6035,"well-looking,",1
6036,sunburnt,1
6037,"cheek
",1
6038,eye.,2
6039,condition,6
6040,gentleman.,2
6041,plainly,1
6042,"black,",3
6043,"grey,",2
6044,"neck;
",1
6045,ornament.,1
6046,emotion,3
6047,covering,1
6048,paleness,2
6049,situation,2
6050,engendered,4
6051,showing,10
6052,"self-possessed,",2
6053,bowed,7
6054,"quiet.
",2
6055,breathed,2
6056,"at,
",1
6057,elevated,2
6058,humanity.,2
6059,Had,8
6060,horrible,5
6061,sentence-,1
6062,"savage
",1
6063,spared-,1
6064,fascination.,1
6065,doomed,6
6066,"shamefully
",1
6067,"mangled,",1
6068,sight;,3
6069,immortal,2
6070,butchered,1
6071,"asunder,",1
6072,sensation.,1
6073,Whatever,3
6074,"gloss
",1
6075,arts,3
6076,"self-deceit,",1
6077,root,2
6078,"Ogreish.
",1
6079,Silence,1
6080,court!,1
6081,Charles,59
6082,Darnay,54
6083,yesterday,5
6084,pleaded,4
6085,"Not
",3
6086,Guilty,1
6087,indictment,1
6088,denouncing,1
6089,(with,2
6090,infinite,3
6091,jingle,1
6092,jangle),1
6093,false,5
6094,traitor,4
6095,"serene,",2
6096,"illustrious,
",2
6097,"excellent,",4
6098,"forth,",4
6099,"prince,",1
6100,"King,",3
6101,reason,15
6102,"having,",1
6103,divers,2
6104,"occasions,",1
6105,"assisted
",2
6106,"Lewis,",2
6107,wars,1
6108,"serene,
",2
6109,"illustrious,",2
6110,forth;,2
6111,dominions,2
6112,"wickedly,",1
6113,"falsely,",1
6114,"traitorously,",1
6115,"evil-adverbiously,
",1
6116,revealing,1
6117,Lewis,1
6118,forces,4
6119,send,8
6120,Canada,1
6121,America.,1
6122,"becoming
",1
6123,terms,3
6124,bristled,1
6125,"huge
",1
6126,"satisfaction,",1
6127,circuitously,1
6128,understanding,3
6129,"aforesaid,",2
6130,"Darnay,
",1
6131,trial;,1
6132,jury,10
6133,swearing,2
6134,"in;
",1
6135,Attorney-General,9
6136,"accused,",1
6137,was),2
6138,mentally,1
6139,"hanged,
",1
6140,"beheaded,",1
6141,"quartered,",1
6142,neither,11
6143,flinched,1
6144,"situation,",3
6145,assumed,3
6146,theatrical,1
6147,attentive;,1
6148,opening,6
6149,proceedings,2
6150,grave,6
6151,"interest;
",1
6152,resting,4
6153,slab,1
6154,"composedly,",3
6155,displaced,1
6156,leaf,1
6157,herbs,5
6158,strewn.,1
6159,bestrewn,1
6160,"sprinkled
",1
6161,"vinegar,",1
6162,precaution,5
6163,"fever.
",1
6164,Over,3
6165,"mirror,",2
6166,Crowds,1
6167,"reflected
",1
6168,earth's,1
6169,Haunted,2
6170,ghastly,2
6171,abominable,2
6172,rendered,12
6173,"reflections,",1
6174,ocean,4
6175,dead.,7
6176,infamy,1
6177,disgrace,4
6178,"reserved,",2
6179,mind.,13
6180,Be,6
6181,"may,",4
6182,bar,3
6183,up;,2
6184,"flushed,",1
6185,"away.
",14
6186,left.,2
6187,About,2
6188,level,1
6189,Judge's,1
6190,rested;,1
6191,"changing
",1
6192,"turned
",13
6193,"figures,",4
6194,"twenty,",2
6195,father;,2
6196,absolute,3
6197,whiteness,2
6198,indescribable,2
6199,intensity,1
6200,face:,3
6201,"kind,",6
6202,pondering,3
6203,self-communing.,1
6204,"expression
",3
6205,stirred,4
6206,up-,1
6207,daughter-,2
6208,handsome,10
6209,prime,1
6210,"life.
",10
6211,pressed,9
6212,"scene,",2
6213,pity,10
6214,"Her
",1
6215,strikingly,2
6216,engrossing,1
6217,terror,4
6218,compassion,5
6219,accused.,1
6220,"noticeable,",1
6221,powerfully,2
6222,"shown,
",1
6223,starers,1
6224,her;,11
6225,whisper,9
6226,"they?""
",1
6227,"observations,",1
6228,sucking,1
6229,"absorption,",1
6230,stretched,6
6231,were.,2
6232,"crowd
",4
6233,inquiry,3
6234,"nearest
",2
6235,"attendant,",1
6236,"passed
",6
6237,back;,3
6238,"Jerry:
",1
6239,"""Witnesses.""
",1
6240,"side?""
",2
6241,"""Against.""
",1
6242,"""Against",1
6243,"prisoner's.""
",1
6244,"direction,",5
6245,"recalled
",2
6246,steadily,7
6247,"whose
",5
6248,spin,1
6249,"rope,
",1
6250,grind,2
6251,"axe,",4
6252,hammer,3
6253,"scaffold.
",2
6254,"DISAPPOINTMENT
",1
6255,MR.,2
6256,ATTORNEY-GENERAL,1
6257,inform,2
6258,"jury,",6
6259,"prisoner
",4
6260,"treasonable
",1
6261,practices,1
6262,claimed,3
6263,forfeit,3
6264,life.,4
6265,correspondence,2
6266,"year,",6
6267,"That,",23
6268,"that,
",5
6269,repassing,1
6270,"England,
",2
6271,account.,4
6272,"That,
",2
6273,nature,18
6274,traitorous,1
6275,thrive,1
6276,(which,8
6277,"happily
",1
6278,wickedness,1
6279,guilt,1
6280,"might
",8
6281,undiscovered.,1
6282,"Providence,",1
6283,"reproach,",1
6284,ferret,1
6285,"schemes,",1
6286,"horror,",3
6287,disclose,1
6288,Majesty's,1
6289,Secretary,1
6290,honourable,4
6291,Privy,1
6292,Council.,1
6293,patriot,10
6294,"produced
",2
6295,attitude,3
6296,"whole,
",1
6297,sublime.,1
6298,auspicious,1
6299,hour,34
6300,detecting,1
6301,"infamy,",1
6302,resolved,9
6303,immolate,1
6304,cherish,1
6305,"bosom,",5
6306,altar,2
6307,country.,6
6308,statues,1
6309,decreed,1
6310,"Britain,
",1
6311,Greece,1
6312,"Rome,",3
6313,"benefactors,",1
6314,citizen,9
6315,assuredly,2
6316,"decreed,",1
6317,"Virtue,",1
6318,observed,36
6319,poets,1
6320,passages,7
6321,"jury
",2
6322,tips,1
6323,tongues;,1
6324,whereat,1
6325,jury's,1
