course_name,instructor,course url,course image,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,,,,
Complete UiPath RPA Developer Course: Build 7 Robots,Leon Petrou,https://www.udemy.com/course/complete-uipath-rpa-developer-course/,https://img-b.udemycdn.com/course/240x135/2279412_4d28_2.jpg,Master Robotic Process Automation (RPA) and UiPath - go from beginner to advanced.,Rating: 4.6 out of 5,10461 reviews,32.5 total hours,398 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"41,942 students",,,,
Typescript: The Complete Developer's Guide,Stephen Grider,https://www.udemy.com/course/typescript-the-complete-developers-guide/,https://img-b.udemycdn.com/course/240x135/2337318_abfd_4.jpg,Master Typescript by learning popular design patterns and building complex projects.  Includes React and Express!,Rating: 4.7 out of 5,10422 reviews,24.5 total hours,284 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",,"61,895 students",,,,
Android Java Masterclass - Become an App Developer,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",https://www.udemy.com/course/master-android-7-nougat-java-app-development-step-by-step/,https://img-b.udemycdn.com/course/240x135/919872_ed54_6.jpg,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,Rating: 4.5 out of 5,10263 reviews,60.5 total hours,323 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"67,801 students",,,,
Pre-Programming: Everything you need to know before you code,Evan Kimbrell,https://www.udemy.com/course/pre-programming-everything-you-need-to-know-before-you-code/,https://img-b.udemycdn.com/course/240x135/881980_fc8f.jpg,Increase your chance of success learning to code and communicating with other developers,Rating: 4.7 out of 5,10229 reviews,6.5 total hours,87 lectures,Beginner,Current price: E£319.99,Original price: E£779.99,,"116,463 students",,,,
Progressive Web Apps (PWA) - The Complete Guide,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",https://www.udemy.com/course/progressive-web-app-pwa-the-complete-guide/,https://img-b.udemycdn.com/course/240x135/1329100_571a.jpg,"Build a Progressive Web App (PWA) that feels like an iOS & Android App, using Device Camera, Push Notifications and more",Rating: 4.6 out of 5,10205 reviews,16 total hours,208 lectures,All Levels,Current price: E£269.99,Original price: E£849.99,Bestseller,"59,273 students",,,,
RPG Core Combat Creator: Learn Intermediate Unity C# Coding,"Ben Tristem, Rick Davidson, Sam Pattuzzi, GameDev.tv Team",https://www.udemy.com/course/unityrpg/,https://img-b.udemycdn.com/course/240x135/1110626_255b_5.jpg,Build Combat for Role Playing Game (RPG) in Unity. Tutorials Cover Code Architecture & Video Game Design.,Rating: 4.8 out of 5,10161 reviews,27.5 total hours,189 lectures,Intermediate,Current price: E£269.99,"Original price: E£1,299.99",,"97,911 students",,,,
"The Complete PL/SQL Bootcamp : ""Beginner to Advanced PL/SQL""","Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",https://www.udemy.com/course/plsql-beginner-to-advanced-become-a-perfect-plsql-developer/,https://img-b.udemycdn.com/course/240x135/1312466_8faf_11.jpg,A Comprehensive Guide to Make You a Job-Ready PL/SQL Developer.Also Covers Oracle 1Z0-144 and 1Z0-149 PL SQL Exam Topics,Rating: 4.4 out of 5,10144 reviews,26 total hours,202 lectures,All Levels,Current price: E£349.99,"Original price: E£1,699.99",Bestseller,"53,760 students",,,,
Statistics for Business Analytics and Data Science A-Z™,"Kirill Eremenko, Ligency I Team, Ligency Team",https://www.udemy.com/course/data-statistics/,https://img-b.udemycdn.com/course/240x135/1175200_2723.jpg,"Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",Rating: 4.5 out of 5,10130 reviews,6 total hours,42 lectures,All Levels,Current price: E£319.99,"Original price: E£1,699.99",,"56,841 students",,,,
C++: From Beginner to Expert,Arkadiusz Włodarczyk,https://www.udemy.com/course/video-course-c-from-beginner-to-expert/,https://img-b.udemycdn.com/course/240x135/43718_e5ca_10.jpg,Designed for people who don't have any knowledge about the programming and want to program in C++,Rating: 4.3 out of 5,10065 reviews,17.5 total hours,95 lectures,All Levels,Current price: E£269.99,"Original price: E£1,199.99",,"49,512 students",,,,
Practice Java by Building Projects,Tim Short,https://www.udemy.com/course/practice-java-by-building-projects/,https://img-b.udemycdn.com/course/240x135/1360780_1421_6.jpg,Ultimate Java interview prep course! 100% focused on applying object-oriented design in real-world applications,Rating: 4.2 out of 5,9963 reviews,3.5 total hours,39 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"117,515 students",,,,
GitHub Ultimate: Master Git and GitHub - Beginner to Expert,Jason Taylor,https://www.udemy.com/course/github-ultimate/,https://img-b.udemycdn.com/course/240x135/752950_b773.jpg,"Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning",Rating: 4.5 out of 5,9878 reviews,6.5 total hours,152 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"57,148 students",,,,
2022 Python for Machine Learning & Data Science Masterclass,Jose Portilla,https://www.udemy.com/course/python-for-machine-learning-data-science-masterclass/,https://img-b.udemycdn.com/course/240x135/2769460_e60c.jpg,"Learn about Data Science and Machine Learning with Python! Including Numpy, Pandas, Matplotlib, Scikit-Learn and more!",Rating: 4.7 out of 5,9855 reviews,44 total hours,231 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"76,171 students",,,,
Design Patterns in C# and .NET,Dmitri Nesteruk,https://www.udemy.com/course/design-patterns-csharp-dotnet/,https://img-b.udemycdn.com/course/240x135/1148688_4313_5.jpg,Discover the modern implementation of design patterns with C# and .NET,Rating: 4.4 out of 5,9849 reviews,20.5 total hours,173 lectures,Intermediate,Current price: E£269.99,Original price: E£719.99,Bestseller,"67,007 students",,,,
Xamarin Forms: Build Native Cross-platform Apps with C#,Mosh Hamedani,https://www.udemy.com/course/xamarin-forms-course/,https://img-b.udemycdn.com/course/240x135/951684_9c1a_2.jpg,"Learn to build native mobile apps for Android, iOS and Windows using your existing C# skills",Rating: 4.3 out of 5,9740 reviews,7.5 total hours,117 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"45,457 students",,,,
Microservices Software Architecture: Patterns and Techniques,Binary Brain,https://www.udemy.com/course/microservices-software-architecture-patterns-and-techniques/,https://img-b.udemycdn.com/course/240x135/1716630_5b31_3.jpg,Learn how to design and implement microservice systems using the right architecture design patterns and techniques,Rating: 3.5 out of 5,9673 reviews,1 total hour,23 lectures,All Levels,Current price: E£269.99,Original price: E£529.99,,"42,565 students",,,,
Selenium WebDriver with Java for beginners,Dmitry Shyshkin,https://www.udemy.com/course/selenium-for-beginners/,https://img-b.udemycdn.com/course/240x135/1693880_298f_2.jpg,Selenium WebDriver with Java and TestNG. Tutorial designed for complete beginners in Selenium testing and automation,Rating: 4.5 out of 5,9609 reviews,6.5 total hours,42 lectures,Beginner,Current price: E£319.99,Original price: E£619.99,,"32,419 students",,,,
Selenium WebDriver 4 With Java - Novice To Ninja + Interview,Lets Kode It,https://www.udemy.com/course/selenium-webdriver-with-java-testng-and-log4j/,https://img-b.udemycdn.com/course/240x135/246652_50e9_4.jpg,"Join the ""Top Rated Selenium 4 Updated Course""-Basics To Advanced Level With POM, Grid, Maven, GitHub,Jenkins,Interviews",Rating: 4.6 out of 5,9609 reviews,44 total hours,290 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"37,114 students",,,,
"Modern JavaScript (Complete guide, from Novice to Ninja)",The Net Ninja (Shaun Pelling),https://www.udemy.com/course/modern-javascript-from-novice-to-ninja/,https://img-b.udemycdn.com/course/240x135/2201164_831a.jpg,Learn Modern JavaScript from the very start to ninja-level & build awesome JavaScript applications.,Rating: 4.7 out of 5,9572 reviews,20.5 total hours,188 lectures,All Levels,Current price: E£349.99,Original price: E£719.99,,"30,793 students",,,,
Ethereum Blockchain Developer Bootcamp With Solidity (2022),"Ravinder Deol, Thomas Wiesner, Haseeb Chaudhry",https://www.udemy.com/course/blockchain-developer/,https://img-b.udemycdn.com/course/240x135/1172526_e914_8.jpg,"Become An Ethereum Blockchain Developer With One Course. Master Solidity, Web3.JS, Truffle, Metamask, Remix & More!",Rating: 4.5 out of 5,9473 reviews,23.5 total hours,264 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",Bestseller,"57,802 students",,,,
GraphQL with React: The Complete Developers Guide,Stephen Grider,https://www.udemy.com/course/graphql-with-react-course/,https://img-b.udemycdn.com/course/240x135/1109926_7f97_2.jpg,Learn and master GraphQL by building real web apps with React and Node,Rating: 4.3 out of 5,9436 reviews,13.5 total hours,116 lectures,Intermediate,Current price: E£269.99,Original price: E£849.99,Bestseller,"57,935 students",,,,
Python for Beginners with Examples,Ardit Sulce,https://www.udemy.com/course/ardit-sulce-python-for-beginners/,https://img-b.udemycdn.com/course/240x135/577248_3b6f_13.jpg,A Python course for the busy ones to learn Python programming. Learn and practice Python by building two complete apps.,Rating: 4.1 out of 5,9376 reviews,4.5 total hours,84 lectures,Beginner,Current price: E£319.99,Original price: E£529.99,,"94,684 students",,,,
Artificial Intelligence: Reinforcement Learning in Python,"Lazy Programmer Team, Lazy Programmer Inc.",https://www.udemy.com/course/artificial-intelligence-reinforcement-learning-in-python/,https://img-b.udemycdn.com/course/240x135/1080408_2645_3.jpg,"Complete guide to Reinforcement Learning, with Stock Trading and Online Advertising Applications",Rating: 4.7 out of 5,9322 reviews,14.5 total hours,111 lectures,Intermediate,Current price: E£619.99,,Bestseller,"42,894 students",,,,
Cypress -Modern Automation Testing from Scratch + Frameworks,Rahul Shetty,https://www.udemy.com/course/cypress-tutorial/,https://img-b.udemycdn.com/course/240x135/2470214_97a0_5.jpg,Learn how to write fast and robust Automated (UI + Integration) Tests using Cypress with Mocha and Cucumber frameworks,Rating: 4.6 out of 5,9194 reviews,17.5 total hours,102 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",Bestseller,"44,447 students",,,,
The Advanced Web Developer Bootcamp,"Colt Steele, Elie Schoppik, Tim Garcia, Matt Lane",https://www.udemy.com/course/the-advanced-web-developer-bootcamp/,https://img-b.udemycdn.com/course/240x135/1218586_9f86.jpg,"Learn React 16, Redux, D3, ES2015, Testing, CSS Flexbox, Animations, SVG, AJAX, and more!",Rating: 4.4 out of 5,9110 reviews,34 total hours,391 lectures,Intermediate,Current price: E£269.99,"Original price: E£1,299.99",,"76,647 students",,,,
Front End Web Development Ultimate Guide,Learn Tech Plus,https://www.udemy.com/course/learn-front-end-development/,https://img-b.udemycdn.com/course/240x135/1691862_eba9_3.jpg,You'll learn all the fundamentals of Front-End Web Development and how you can  Use them to start creating websites!,Rating: 4.2 out of 5,9014 reviews,92.5 total hours,690 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"509,578 students",,,,
Teach Your Kids to Code: Learn to Program Python at Any Age!,Bryson Payne,https://www.udemy.com/course/teach-your-kids-to-code/,https://img-b.udemycdn.com/course/240x135/519554_da68_6.jpg,"Short, colorful apps and games you can use to teach and learn programming at any age! Chromebook, PC, Mac and Linux!",Rating: 4.5 out of 5,8986 reviews,8 total hours,113 lectures,All Levels,Current price: E£269.99,Original price: E£319.99,Bestseller,"34,959 students",,,,
Robot Framework 2022 Test Automation - Level 1 ( Selenium ),Bryan Lamb,https://www.udemy.com/course/robot-framework-level-1/,https://img-b.udemycdn.com/course/240x135/526104_c176_6.jpg,"Robot Framework 5.0 is the fastest & easiest way to do Selenium, API, and database test automation!",Rating: 4.6 out of 5,8962 reviews,7 total hours,75 lectures,Beginner,Current price: E£319.99,Original price: E£629.99,,"35,943 students",,,,
React Front To Back,Brad Traversy,https://www.udemy.com/course/modern-react-front-to-back/,https://img-b.udemycdn.com/course/240x135/2395488_bd78_2.jpg,"Learn Modern React 16.8+ Including Hooks, Context API, Full Stack MERN & Redux By Building Real Life Projects",Rating: 4.4 out of 5,8886 reviews,14 total hours,91 lectures,All Levels,Current price: E£319.99,Original price: E£749.99,,"33,448 students",,,,
Quick Introduction to Postman and API Testing for Beginners,"Valentin Despa, Valentin Despa (Support)",https://www.udemy.com/course/postman-crash-course-for-beginners-learn-rest-api-testing/,https://img-b.udemycdn.com/course/240x135/1780636_992b_3.jpg,Get up to speed with Postman and learn REST API & testing real FAST. You learn 80% of what you need in 20% of the time.,Rating: 4.6 out of 5,8848 reviews,3 total hours,51 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"48,791 students",,,,
The Complete Android 12 & Kotlin Development Masterclass,"Denis Panjuta, Tutorials.eu by Denis Panjuta",https://www.udemy.com/course/android-kotlin-developer/,https://img-b.udemycdn.com/course/240x135/2642574_61bb_2.jpg,"Learn Android 12 App Development From Beginner to Advanced Developer. Build Apps like Trello, 7Min Workout, Weather App",Rating: 4.6 out of 5,8760 reviews,47.5 total hours,299 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",Bestseller,"47,427 students",,,,
"50 Projects In 50 Days - HTML, CSS & JavaScript","Brad Traversy, Florin Pop",https://www.udemy.com/course/50-projects-50-days/,https://img-b.udemycdn.com/course/240x135/3671332_b86a_4.jpg,"Sharpen your skills by building 50 quick, unique & fun mini projects",Rating: 4.6 out of 5,8738 reviews,18.5 total hours,164 lectures,Beginner,Current price: E£269.99,Original price: E£719.99,,"56,878 students",,,,
Data Science: Deep Learning and Neural Networks in Python,Lazy Programmer Inc.,https://www.udemy.com/course/data-science-deep-learning-in-python/,https://img-b.udemycdn.com/course/240x135/713104_d4cb.jpg,"The MOST in-depth look at neural network theory for machine learning, with both pure Python and Tensorflow code",Rating: 4.7 out of 5,8707 reviews,11.5 total hours,89 lectures,Intermediate,Current price: E£229.99,"Original price: E£1,199.99",,"50,927 students",,,,
Master Hibernate and JPA with Spring Boot in 100 Steps,in28Minutes Official,https://www.udemy.com/course/hibernate-jpa-tutorial-for-beginners-in-100-steps/,https://img-b.udemycdn.com/course/240x135/1341538_b1e7_4.jpg,"Learn Hibernate, JPA (Java Persistence API) and Spring Data JPA using Spring and Spring Boot",Rating: 4.5 out of 5,8695 reviews,14 total hours,164 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"60,196 students",,,,
