artistLastName,artistFirstName,image,titleOfArtwork,dateOfArtwork,medium,zipcodes,locationOfArtwork,addressOfArtwork,publicSchoolNumber,siteOfArtwork,descriptionOfArtwork,visibility,indoorOutdoorAccessible,monument,location
Bill,Max,,Endless Ribbon,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Streett,Tylden,,Unknown,,bronze coated steel,21230,Lakeland ES,2921 Stranden Rd.,PS  12,"Interior; second floor, near west stairwell",,,,,"2921 Stranden Rd.
21230
(39.254161262019814, -76.64520850795124)"
Hosler,Danamarie,,,2008,mural,21218,Giant Foods at 33rd and Greenmount,601 East 33rd Street,,mural on parking lot side of building,stylized childen with plants,"Visible from South, side street",,,"601 East 33rd Street
21218
(39.328317146899735, -76.6077462874286)"
Remington,Bill,,,2006,mural,21202,"JFX Farmers Market, parking lot",212 Holliday Street,,column in parking lot,one of many painted columns,Very Visible,,,"212 Holliday Street
21202
(39.29146211325886, -76.61031346272442)"
Lewis,James,,Unknown,1971,brass,21223,Southwestern Sr. HS,200 Font Hill Ave.,PS 412,Auditorium,,,,,"200 Font Hill Ave.
21223
(39.28353990306084, -76.66253298545354)"
unknown,,,Garrett Park Monument,1955,,21225,Garrett Park,Patapsco Ave. Garrett Park,,,,,,Y,"Patapsco Ave. Garrett Park
21225
(39.22678000000002, -76.61608999999999)"
Cook,Jeffrey,,,1998,mural,21239,1301 Woodbourne Ave.,1301 Woodbourne Ave.,,Inside,,,,,"1301 Woodbourne Ave.
21239
(39.35407372981888, -76.59492195529077)"
unknown,,,Wells and McComas Monument,1850-73,,21202,Gay and Monument Sts.,Gay and Monument Sts.,,,,,,Y,"Gay and Monument Sts.
21202
(39.297300000000064, -76.60749999999996)"
Kaslow,Lisa,,Hi-Fly,1978,painted steel,21218,Baltimore City College,33rd St. and The Alameda,PS 480,Entrance to the gymnasium,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Streett,Tylden,,Mythological Horse,1980,brick,21218,Waverly ES,700 E. 34th St.,,South wall/ Ellerslie St.,,,,,"700 E. 34th St.
21218
(39.32990081713007, -76.6062952313343)"
Perlman,Joel,,Untitled,1970,painted steel,21223,Southwestern Sr. HS,200 Font Hill Ave.,PS 412,Entrance,,,,,"200 Font Hill Ave.
21223
(39.28353990306084, -76.66253298545354)"
Hurst,Laurence,,Portrait of Frederick Douglass,1984/02,bronze,21217,Frederick Douglass HS,2301 Gwynns Falls Pkwy.,PS 450,Facade of north elevation,,,,,"2301 Gwynns Falls Pkwy.
21217
(39.31568167238805, -76.65537438210032)"
"DePalma, Ellsberry, Flores, et al","Linda, John, Luis, et al",,,1997,mural (non-city funded),21201,Centre St.,Centre St.,,Side of MD Historical Society,"Eight different pieces of artwork, depicting various scenes",Limited visibility,,,"Centre St.
21201
(39.296368731808826, -76.61549394671098)"
Thigpen,Duane,,Unknown,1980,mural,21212,Winston MS,1101 Winston Ave.,PS 209,Interior,,,,,"1101 Winston Ave.
21212
(39.34901054679392, -76.59960742306345)"
Gregory,Thomas,https://data.baltimorecity.gov/views/5xsg-uc29/files/QtpmY6qKIVd3zlISqvyrLZj_ji5ZglHRg_4Rzrde00E?filename=25_Gregory.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Faces,,photographic emulsion,21215,Mondawmin Station (Metro),2525 Liberty Heights Ave.,,Liberty Heights / Reisterstown,,,,,"2525 Liberty Heights Ave.
21215
(39.31958713286982, -76.65688500327228)"
Todd,Thomas A.,https://data.baltimorecity.gov/views/5xsg-uc29/files/ufhGiGIiN7LfniNRZIUZpso_2ozX0X_61iwdKYQczT4?filename=515b_Todd+T_1980.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Equitable Trust Fountain,1980,stone,21201,Bank of America Plaza,22 W. Pratt St.,,Northwest corner of Pratt and Charles St.,Large fountain with stone pillars,Highly Visible,,,"22 W. Pratt St.
21201
(39.28653837861109, -76.61535868592661)"
Leizman,William,,Unknown,1968,weathering steel,21229,Rognel Heights ES,4300 Sidehill Rd.,PS  89,Exterior,,,,,"4300 Sidehill Rd.
21229
(39.2977312046832, -76.69203074801459)"
Rhoden,John W.,,Unknown,1970,metal wall sculpture,21213,Lake Clifton HS,2801 St. Lo Dr.,PS 40,Interior,,,,,"2801 St. Lo Dr.
21213
(39.31751628932784, -76.58839287735805)"
unknown,,,Propeller from the Battleship New Jersey,,,21202,The National Aquarium,501 E Pratt St,,,,,,,"501 E Pratt St
21202
(39.28668753016342, -76.60843876539116)"
Martray,Alexander,,,2004,mural,21213,N. Patterson Park Ave. and N. Gay St.,N. Patterson Park Ave. and N. Gay St.,,Side of condemned building; North side of Gay St.,Boy holding globe with cityscape,Limited visibility,,,"N. Patterson Park Ave. and N. Gay St.
21213
(39.31099620461538, -76.58588376889628)"
Holmes,Sam Christian,,A Throne for the Eulipions,2002,bus shelters,21201,East side of Howard St. at Centre and Madison Sts.,East side of Howard St. at Centre and Madison Sts.,,East side of Howard St. at Centre and Madison Sts.,Bus shelters with metalwork,Very visible from street,,,"East side of Howard St. at Centre and Madison Sts.
21201
(39.294880000000035, -76.62253999999996)"
Edmister,Stan,,Untitled,1969,steel,21217,Maryland Institute College of Art/ Old Train Stion,1300 Mt. Royal Ave.,,Lawn of Old Train Station Bulding,,,,,"1300 Mt. Royal Ave.
21217
(39.30750188439189, -76.62114988191786)"
Franklin,Angela,,Unknown,1997,ceramics,21212,Guilford ES,4520 York Rd.,PS 214,Interior; between cafeteria and library,,,,,"4520 York Rd.
21212
(39.3440443106837, -76.60963380775476)"
Russum,Jean,,Roots of Life,,concrete,21213,Furley ES,4633 Furley Ave.,PS 206,Lobby,,,,,"4633 Furley Ave.
21213
(39.316199999999924, -76.57662999999991)"
Edmister,Stan,,Untitled,,,21227,Hollins Ferry Playground,Hollins Ferry Playground,,,,,,,"Hollins Ferry Playground
21227
(39.240729999999985, -76.67995000000002)"
L.P.Cook and Company,,,Memorial Stadium (Facade and urn),1954,,21218,33rd St.,33rd St.,,,,,,Y,"33rd St.
21218
(39.32737285876897, -76.58774086888681)"
Alexander,Patricia,https://data.baltimorecity.gov/views/5xsg-uc29/files/GZ20pycxYnWXIx_7L_IPbaWIYSvhP0T_CpyXWhnXHTg?filename=91b_Alexander_1981.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Unknown,,ceramic tiles,21201,Lexington Market Station,217 N. Eutaw,,Covers ceiling beams,,,,,"217 N. Eutaw
21201
(39.291911796810055, -76.62101504105593)"
"Amateis, artist and Fowler, architect",Edmond Romulos and Lawren,https://data.baltimorecity.gov/views/5xsg-uc29/files/U0aYxZSoECvC27jtVilyMfO492OHkrgNZr60qZm37LU?filename=330_Amateis_1925.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,War Memorial: Aquatic Horses,1925-27,limestone,21202,City Hall Plaza,"Gay St., between Fayette and Lexington",,Flanking stairs to front enterance,,,,Y,"Gay St., between Fayette and Lexington
21202
(39.297300000000064, -76.60749999999996)"
Antonakas,Stephen,https://data.baltimorecity.gov/views/5xsg-uc29/files/jXHaR_xasl5Q_TpQZeTG2klLjCQKuVi7JZp5SW4-bbg?filename=79_Antonakas+S_1983.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Neon for Charles Street Station,1983,neon,21202,Charles Center Station (Metro),2 Charles St.,,Indoor/underground above the turnstiles,large red-orange abstract neon shapes,Highly Visible,Indoor accessible,,"2 Charles St.
21202
(39.297300000000064, -76.60749999999996)"
Aycock,Alice,https://data.baltimorecity.gov/views/5xsg-uc29/files/BzyTnpL2_oPYNIwGEkQNlIrVhvg8BzZlpu6d0_yFgvA?filename=563_Aycock+A_2004.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Swung Over,2004,stainless steel / aluminum?,21201,Fallon Federal Building,31 Hopkins Plaza,,Hopkins Plaza entrance,Gigantic musical instruments,Visible,Outdoor accessible,,"31 Hopkins Plaza
21201
(39.289250243493235, -76.61627047323799)"
Barye,Antoine Louis,https://data.baltimorecity.gov/views/5xsg-uc29/files/2p1LEZ0sgRQ2sKfYMsymqYzIsYCmjjhHtwwDyjNnMPc?filename=422a_Barye+A_1885.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Force,1885,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,NW corner of Washington Monument,,highly visible,outdoor accessible,,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Barye,Antoine Louis,https://data.baltimorecity.gov/views/5xsg-uc29/files/655_oRfu9kIHQtx4e-d2XiTm5pmGn3696KHFdpbWxJ4?filename=423_Barye+A_1885.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Order,1885,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,SW corner of Washington Monument,,highly visible,outdoor accessible,,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Barye,Antoine Louis,https://data.baltimorecity.gov/views/5xsg-uc29/files/x_peWKbwhHM-iTd2DJ-zAJAuciI7cg2WFTVwCU-Az1k?filename=425_Barye+A_1847.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Seated Lion,1847 (dedicated1885),bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,West of Monument,,highly visible,outdoor accessible,,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Barye,Antoine Louis,https://data.baltimorecity.gov/views/5xsg-uc29/files/w7GtyHTYAVrXglqibaVMLe9ci_OuCXDmsMmw3araJk0?filename=426_Barye+A_1885.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,War,1885,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,E corner of Washington Monument,,highly visible,outdoor accessible,,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Baumstark,Gustave,https://data.baltimorecity.gov/views/5xsg-uc29/files/tE24Y3F7a1E9QdG7luYIbkzIgApfOCgJ44m1HQsVhss?filename=564_Baumstark_1903.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Unknown,1903,stainglass,21202,Alexander Brown & Sons,135 E. Baltimore St.,,Dome,,,,,"135 E. Baltimore St.
21202
(39.28958334709779, -76.61251269418386)"
Bearden,Romeare,https://data.baltimorecity.gov/views/5xsg-uc29/files/vNYAcwn2XnzB6Gbbf6hVkGtn9y3IPaLnRFwK23Hu7jU?filename=35_Bearden+R_1982.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Jazz Musicians,,mosaic,21217,Upton Station,1850 Pennsylvania Ave.,,,,,,,"1850 Pennsylvania Ave.
21217
(39.30466755969106, -76.63614276252174)"
Brooks,Richard E.,https://data.baltimorecity.gov/views/5xsg-uc29/files/37V3Qfzng9TIG8M_nNgOnl9s-ZYSBqWQbDanbuEibeo?filename=329a_Brooks+R_1911.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,John Mifflen Hood,1911,bronze,,Preston Gardens,St. Paul Place,,,,,,Y,"St. Paul Place
"
Corner,Thomas,https://data.baltimorecity.gov/views/5xsg-uc29/files/EfT9mMnl_atVAMOJZhSOnuCiCdu3ZZgPvSjqyS4X4kU?filename=565_Corner_1903.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Alexander Brown & Four Sons,1903,portrait,21202,Alexander Brown & Sons,135 E. Baltimore St.,,North-west Bay Interior,,,,,"135 E. Baltimore St.
21202
(39.28958334709779, -76.61251269418386)"
Crenier,Henri,https://data.baltimorecity.gov/views/5xsg-uc29/files/kTK84lOTYdetoKpK-pzHEnUeKMccSsLiiymWegpYHaA?filename=457_Crenier+H_1916.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Boy and Turtle,1916,bronze1992/orig.cast iron,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,,,,,,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
DePalma,Linda,https://data.baltimorecity.gov/views/5xsg-uc29/files/vnlHmlLcKA8HUsxr6ckc1ZDIj0WB7_TmmLFdHdl3fZk?filename=30_DePalma+L_1987.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Ground Play,1987,"concrete, aluminum, steel",21208,Old Court Station (Metro),4400 Old Court Road,,"Flood plane, between tracks and parking lot","largescale site work with checkerboard, whirled ground, a child's figure, ball, and two columns supporting a chair and man figure.",moderately visible,Outdoor acessible,,"4400 Old Court Road
21208
(39.37076277976509, -76.74324870143664)"
DePalma,Linda,https://data.baltimorecity.gov/views/5xsg-uc29/files/3hwPRsbMe6bXQCAHFp0_MfS5RKGJERnfq0mmvYolxU8?filename=52p_DePalma+L_1988.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Redwood Arch,1988,steel,21201,"Redwood St., between Paca and Eutaw Sts.","Redwood St., between Paca and Eutaw Sts.",,At the ends of the block,,,,,"Redwood St., between Paca and Eutaw Sts.
21201
(39.294880000000035, -76.62253999999996)"
di Suvero,Mark,https://data.baltimorecity.gov/views/5xsg-uc29/files/ne0dqhYMWcVdk8ecHbJfoDgLXlfAZ7tE6WUlDs2J78A?filename=17_di+Suvero+M_1980.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Under Sky/One Family,1980,steel,21202,Inner Harbor,401 E. Pratt St.,,East of the World Trade Center,large steel sculpture consisting of 4 I-beams; propellor behind sculpture,highly visible,outdoor accessible,,"401 E. Pratt St.
21202
(39.28659731736442, -76.60928176413138)"
DuBourg,Robert,https://data.baltimorecity.gov/views/5xsg-uc29/files/frr1BWqyBpf1LGmR7GyynSOd3TiwZAgmuTXUkxqh6wA?filename=13_DuBourg_1977.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Amanogawa,1977,limestone/stainless steel,21202,Shot Tower Park,Fayette and Fallsway Sts.,,Fayette and Fallsway,,,,,"Fayette and Fallsway Sts.
21202
(39.297300000000064, -76.60749999999996)"
Fremiet,Emmanuel,https://data.baltimorecity.gov/views/5xsg-uc29/files/t92kH4_sRUpmBe_6x-aVPTWNJ7rOP4UYISgRl24XyGM?filename=313_Fremiet+E_1903.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,John Eager Howard Monument,1903,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,,,highly visible,outdoor accessible,Y,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
"Godefroy, architect and Capellano, sculptor",Maximilien and Antonio,https://data.baltimorecity.gov/views/5xsg-uc29/files/zurLimpTJQtaB_xAJL3BYkOg6h4n5m6yzXbnoGGDFEM?filename=321_Godefroy+1815.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,The Battle Monument,1815-25,marble,21202,Calvert St. and Fayette St.,Calvert St. and Fayette St.,,Calvert and Fayette Sts.,,,,Y,"Calvert St. and Fayette St.
21202
(39.297300000000064, -76.60749999999996)"
Hadzi,Dmitri,https://data.baltimorecity.gov/views/5xsg-uc29/files/yI7Ee9xa0ZOFdXaDZi5iUpMKSJKxGSyAaXsShqTIu3A?filename=470_Hadzi+D_1967.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Helios,1967,bronze,21201,Sun Life Building,20 S. Charles St.,,Hangs in lobby,,Moderately visible,Indoor Accessible,,"20 S. Charles St.
21201
(39.28885597671823, -76.61515422748131)"
"Johnson, Jr.",J. Seward,https://data.baltimorecity.gov/views/5xsg-uc29/files/Hvpeyn1HFFsbG_LNC3lbUTNRMBMAlJYwEzfJICzgwA4?filename=63_Johnson+S_1980.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,The Briefing,1980s?,bronze,21201,Baltimore Convention Center,1 W. Pratt St.,,Inside Charles St. Lobby (100 Level),"two men with papers, briefcase and breakfast sitting/standing and 'talking business'",moderately visible,Indoor accessible,,"1 W. Pratt St.
21201
(39.28646269965611, -76.61616394162286)"
"Johnson, Jr.",J. Seward,https://data.baltimorecity.gov/views/5xsg-uc29/files/vR4Rl6tNIYN8Gx8wrj10X7q0u6j5HxygYWGy7yT_p6I?filename=72a_Johnson+S_1980.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,The Right Light,1980s?,bronze,21201,Baltimore Convention Center,1 W. Pratt St.,,Inside Otterbein Lobby on Sharp St.,A painter standing at his easel working on a realistic painting on the view from the convention center,moderately visible,Indoor accessible,,"1 W. Pratt St.
21201
(39.28646269965611, -76.61616394162286)"
Lewis,James,https://data.baltimorecity.gov/views/5xsg-uc29/files/VDZpcj0-M_wQdkgmMFTRQ6H7dJKSVZglFZpMHsyFVKw?filename=44_Lewis_1971.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Negro Soldier,1971,bronze,21202,City Hall,100 Holliday St,,Entrance,,,,,"100 Holliday St
21202
(39.290590587770566, -76.61021942300914)"
Lillie,Lloyd,https://data.baltimorecity.gov/views/5xsg-uc29/files/6iwBMFEftxEgwAygyvHdUVLk5vMq7LVKLvPa2Aujx78?filename=317_Lillie+L_1987.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Mayor Thomas D'Alesandro,1987,bronze,21201,CSX Promenade,1 North Charles St.,,CSX Promenade,2 bronze statues of d'alesandro,moderate,Outdoor accessible,Y,"1 North Charles St.
21201
(39.290050994552985, -76.61519267383119)"
Marqueste,Laurent-Honore,https://data.baltimorecity.gov/views/5xsg-uc29/files/YUxLMRLUn-uMyNSy4iuTZDxLpCtJ3eTgCEzytA-FzVs?filename=314_Marqueste+L_1904.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Severn Teackle Wallis,1904,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,,,highly visible,outdoor accessible,Y,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Mears,Mary Ann,https://data.baltimorecity.gov/views/5xsg-uc29/files/loJENOPFKgC5M6XrGbd7oAHVWFUQ6Hkj152742MnDLM?filename=1_Mears+M_1987.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Streamings,1987,aluminum,21117,Owings Mills Station (Metro),"5018 Painters Mill Rd, Owings Mills",,Station entrance corridors,Abstract aluminum figures along corridor walls,highly visible,Indoor accessible,,"5018 Painters Mill Rd, Owings Mills
21117
(39.42829000000012, -76.77931999999998)"
Milkowski,Antoni,https://data.baltimorecity.gov/views/5xsg-uc29/files/NVcUjm0Cr0UDCPx00Vcl2LHQBKPlOb7DgEB_ZJw8sDs?filename=66_Milkowski+A_1969.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,The Diamond,1969,corten steel,21201,Mercantile Safe Deposit & Trust Company,2 Hopkins Plaza,,"On Liberty Street side, east of Mariner Arena",two corten chevrons that form a diamond in the center,highly visible,Outdoor accessible,,"2 Hopkins Plaza
21201
(39.28941758078926, -76.61645033676308)"
Moring,Greg,https://data.baltimorecity.gov/views/5xsg-uc29/files/dpCTwJi9XZAeHZifnej64LkuDi-5EMomz6iWona_GuY?filename=154a_Moring+G_1987.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Fan Figure,1987,stainless steel,21201,Baltimore Convention Center,1 W. Pratt St.,,Between Hopkins Pl. and Charles St.,Approx. 30' stainless steel fan that gently sways with the wind,Highly Visible,Outdoor Accessible,,"1 W. Pratt St.
21201
(39.28646269965611, -76.61616394162286)"
"O'Connor, artist and Hastings, landscape architect",Andrew and Thomas,https://data.baltimorecity.gov/views/5xsg-uc29/files/Gw2-PpbnkYCT9cggckCxoLtF2zng9Is0TBVpV7S6RdE?filename=312_O%27Connor+A_1924.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Lafayette Monument,1924,bronze,21201/02,Mount Vernon Sq.,Mount Vernon Sq.,,South of the Washington Monument,Lafayette seated on horse,highly visible,outdoor accessible,Y,"Mount Vernon Sq.
21201/02
(39.294880000000035, -76.62253999999996)"
No artist involved,None,https://data.baltimorecity.gov/views/5xsg-uc29/files/QmUZTl4IkahPJmhFAR5_09RX3GubvRYJGcyhXvWjHaI?filename=351d_Hartmann+J_1992.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Pride of Baltimore Memorial,1992,granite & steel,21230,Rash Field- S. side of Inner Harbor,Rash Field Key Highway,,Rash Field- S. side of Inner Harbor,Large mast with commerative plaques of crew who perished in Pride's sinking,Very visible,Outdoor accessible,,"Rash Field Key Highway
21230
(39.266940000000034, -76.62630000000001)"
Ono,Setsuko,https://data.baltimorecity.gov/views/5xsg-uc29/files/igb7NpUx4tdvtXeAb-Vq82eWvfMcfQ_tKFhrBTN3RKU?filename=754a_Ono+S_2005.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Good News! Earth Is Dancing,2005,painted steel,21201,Convention Center,1 Pratt St.,,"Exhibition Hall E, Upstairs near café",3 self standing red and silver dancing figures,Not very visible in rear corner of café,Indoor Accessible,,"1 Pratt St.
21201
(39.286434077725616, -76.61514965903694)"
Ono,Setsuko,https://data.baltimorecity.gov/views/5xsg-uc29/files/InzIAK_6t_InMSNwf4w1vvFvNQ_GGbAlwa5ivHMeARk?filename=712a_Ono+S_2005.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Ecstasy of Love,2005,Stainless Steel,21201,McKeldin Square in Inner Harbor,Light & Pratt Sts.,,Inside Fountain,Stainless Steel Sculpture of Woman Dancing,Very Visible,Outdoor accessible,,"Light &amp; Pratt Sts.
21201
(39.294880000000035, -76.62253999999996)"
Reid,James Earl,https://data.baltimorecity.gov/views/5xsg-uc29/files/kWTQNjFdevQMQzhawEfdibRgP4Mc7Fykdl1APYqYIZE?filename=15_Reid+J_1983.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,Billie Holiday,1983,bronze,21217,Pocket Park,1400 Pennsylvania Ave.,,Center of park at corner of Pennsylvania and Lafayette,,,,,"1400 Pennsylvania Ave.
21217
(39.30131050635981, -76.631884090695)"
Schuler,Hans,https://data.baltimorecity.gov/views/5xsg-uc29/files/H8evZeWPx1dAumDNw2S14S5VocNrV_h0NexqrR8Z6R8?filename=580_Schuler+H_1912.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Francis Scott Key Relief,1912,bronze,21202,Mt. Vernon Place United Methodist Church,10 E. Mt. Vernon Pl.,,South West corner,,Highly Visible,Outdoor Accessible,Y,"10 E. Mt. Vernon Pl.
21202
(39.29780080038921, -76.61533898833461)"
Sugarman,George,https://data.baltimorecity.gov/views/5xsg-uc29/files/SuVWGRuKuAJNuPW6syiVaYczvntj-7BuNRp40rhUhL0?filename=14_Sugarman+G_1978.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Baltimore Federal,1978,painted aluminum,21201,E.A. Garmatz Federal Building,101 W. Lombard St.,,Entrance plaza near Hanover & Lombard St.,,highly visible,Outdoor accessible,,"101 W. Lombard St.
21201
(39.28763044116419, -76.61629234521642)"
Streckfus,Leonard,https://data.baltimorecity.gov/views/5xsg-uc29/files/10GFHWo8kdORKZNa1nJyRxRIFTuK1ZQPWIk3NQJik7o?filename=406b_Streckfus+L_1991.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,"""Dolphin Fountain""",1991,bronze,21201,National Aquarium - mammal pavillion,501 E. Pratt Street,,"Mammal pavillion, across bridge to Pier 4","5 dolphins jumping in large, angular fountain",Moderately visible,Outdoor accessible,Y,"501 E. Pratt Street
21201
(39.286191279861015, -76.62208503141323)"
Schiff,Jeff,https://data.baltimorecity.gov/views/5xsg-uc29/files/yobWkMIa1UPnqG45_Bq4A4c-v1tTiKYhZ_IsOjfr_VI?filename=405c_Schiff+J_1991.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Untitled (horse in pedestal),1991,bronze,21201,Liberty Plaza off Charles Center,Liberty Plaza off Charles Center,,"Plaza entrance by BG&E building, closer to Liberty and Lexington St.",Horse; now enclosed with cement for safety reasons,Very visible,,Y,"Liberty Plaza off Charles Center
21201
(39.294880000000035, -76.62253999999996)"
Thulman,Ferebee Streett,https://data.baltimorecity.gov/views/5xsg-uc29/files/D42voUj1eToNBf68Zh5iuoEgb4QvwowOAY8DHbxMz0k?filename=699e_Thulman+F+S_2002_03.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Baltimore City Fraternal Order of Police Memorial,2002/ 2003,memorial,21202,East side of President St at Fayette St.,East side of President St at Fayette St.,,East side of President St at Fayette St.,Uniformed man on bended knee with little girl holding hat and touching man's back,Visible,,,"East side of President St at Fayette St.
21202
(39.297300000000064, -76.60749999999996)"
Pepper,Beverly,https://data.baltimorecity.gov/views/5xsg-uc29/files/RufIv3tLKAiEC40ZGOiHbWizB9vkgkAC2J3F0WzDASk?filename=411_Pepper+B_1984+90.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Great Ascension,1990,steel,21287,Johns Hopkins Hospital,Johns Hopkins Hospital,,South entrance of Johns Hopkins Hospital off of N. Wolfe. St.; in median area,Gigantic steel oblong traingle,Very visible,,Y,"Johns Hopkins Hospital
21287
(39.2912, -76.60457999999994)"
Carroll,Rodney,https://data.baltimorecity.gov/views/5xsg-uc29/files/k5ui1Z4_c3NDE4zwAb_mSNoYN1UrwrE7p20reYseVk8?filename=693e_Carroll+R_2005.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Firebird,2005,sculpture,21201,Symphony Center Plaza,1040 Park Ave.,,Near Meyehoff Symphony Hall,Poetic interpretation of Igor Stravinsky's 1910 ballet suite The Firebird,Very visible from street,,,"1040 Park Ave.
21201
(39.304242296175346, -76.62025585685615)"
Edmister,Stan,https://data.baltimorecity.gov/views/5xsg-uc29/files/IcSmzlvzT-jOXeRS7r7POUhtZMgxzsSwt_TTjUG39Eo?filename=694c_Edmister+S_2005.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,,2005,bridge repainting,21218,Howard St. Bridge over Jones Falls Expressway,Howard St. Bridge,,Howard St. Bridge over JFX,Bridge,Very visible from street,,,"Howard St. Bridge
21218
(39.32947000000013, -76.60331999999988)"
Hess,David,https://data.baltimorecity.gov/views/5xsg-uc29/files/OrrepodDcV9MnZImUoTFYMORdPOyb6F20Tpc9XPF03g?filename=695c_Hess+D_2004.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Birds Nest Balcony,2004,metalic sculpture,21230,American Visionary Art Museum Tall Sculpture Barn,800 Key Highway,,American Visionary Art Museum's James Rouse Bldg.,Massive sized bird's nest,Visible from sidewalk; in between buildings,Outdoor Accessible,,"800 Key Highway
21230
(39.28022140477276, -76.60655918234988)"
Borofsky,Jonathan,https://data.baltimorecity.gov/views/5xsg-uc29/files/GXI1F7fOo3-me6y69uo3D4aAyO1Idbmw9_9Ag5TGiCA?filename=696a_Borofsky+J_2004.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Male/ Female,2004,sculpture,21201,Penn Station,1500 N. Charles St.,,In front of Penn Station; between Charles and St. Paul Sts.,Man and woman intersected,"Very visible from street; in front of Penn Station, between Charles and St. Paul Sts.",,,"1500 N. Charles St.
21201
(39.307119154955394, -76.6163791665234)"
Honeycutt,Brece,https://data.baltimorecity.gov/views/5xsg-uc29/files/vwYwuJoBKSbS48RFX74sWXQ6r4mmbkY4Y1hCRu1o2Eo?filename=701_Honeycut+B_2002.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,silence,2002,sculpture,21210,Bryn Mawr School,109 W. Melrose St.,,Located in courtyard by Margaret Hamilton Bldg. and dinning hall,Seven lecturns with binders,Limited visibility; located on school grounds,,,"109 W. Melrose St.
21210
(39.36557610689288, -76.62819068922511)"
