ticket_id,ticket_created,date_of_issue,time_of_issue,form,method,issue,caller_id_number,type_of_call_or_messge,advertiser_business_number,state,zip,location_center_point_of_the_zip_code
1107105,07/27/2016 09:58:33 PM +0000,7/27/16,4:15 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),855-995-3360,Live Voice,877-515-8567,NC,28205,"NC 28205
(35.22064, -80.78853)"
1107106,07/27/2016 09:58:38 PM +0000,4/5/16,6:00 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),702-497-5639,Prerecorded Voice,,CA,91361,"CA 91361
(34.147037, -118.852186)"
1107108,07/27/2016 09:59:39 PM +0000,7/27/16,4:43 PM,Phone,Wired,Telemarketing (including do not call and spoofing),919-230-9736,Prerecorded Voice,,FL,33323,"FL 33323
(26.152675, -80.317756)"
1107120,07/27/2016 10:04:46 PM +0000,7/27/16,4:46 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),206-769-8487,Live Voice,,MD,21218,"MD 21218
(39.328362, -76.60462)"
1107132,07/27/2016 10:08:52 PM +0000,7/27/16,5:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,561-419-6280,Prerecorded Voice,,NJ,7094,"NJ 07094
(40.784818, -74.062792)"
1182191,09/08/2016 02:56:59 PM +0000,9/8/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),787-764-6400,Live Voice,787-764-6436,PR,757,"PR 00757
(17.990309, -66.393745)"
1107134,07/27/2016 10:08:58 PM +0000,7/27/16,11:56 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),586-261-8055,Prerecorded Voice,,NY,11554,"NY 11554
(40.716032, -73.556907)"
1107149,07/27/2016 10:15:13 PM +0000,7/27/16,1:47 PM,Phone,Wired,Telemarketing (including do not call and spoofing),562-716-3672,Live Voice,,IN,46278,"IN 46278
(39.892692, -86.290568)"
1107156,07/27/2016 10:17:45 PM +0000,7/27/16,3:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),574-406-8672,Live Voice,,KS,66215,"KS 66215
(38.956982, -94.741776)"
1107157,07/27/2016 10:17:46 PM +0000,7/27/16,5:10 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,336-663-0638,Prerecorded Voice,,KY,40220,"KY 40220
(38.214712, -85.620151)"
1107160,07/27/2016 10:18:20 PM +0000,7/27/16,4:12 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,206-391-7046,Prerecorded Voice,,AR,72210,"AR 72210
(34.709108, -92.48596)"
1107161,07/27/2016 10:18:36 PM +0000,7/22/16,11:20 a.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),304-306-3498,Prerecorded Voice,,WI,53190,"WI 53190
(42.808694, -88.732552)"
1107162,07/27/2016 10:18:44 PM +0000,7/27/16,1:43 PM,Phone,Wired,Telemarketing (including do not call and spoofing),718-475-9208,Prerecorded Voice,,OR,97217,"OR 97217
(45.577751, -122.686065)"
1107163,07/27/2016 10:18:57 PM +0000,7/27/16,4:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),315-215-3441,Live Voice,,VA,23225,"VA 23225
(37.518661, -77.508325)"
1107170,07/27/2016 10:22:29 PM +0000,7/26/16,12:49 p.m.,Phone,Wired,Robocalls,870-518-0093,Prerecorded Voice,,AR,72761,"AR 72761
(36.174814, -94.483934)"
1107172,07/27/2016 10:22:51 PM +0000,7/27/16,3:08 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-555-1212,Abandoned Calls,,ID,83402,"ID 83402
(43.516784, -112.147632)"
1107181,07/27/2016 10:25:48 PM +0000,7/27/16,5:21 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,315-659-7727,Prerecorded Voice,,NJ,7006,"NJ 07006
(40.851342, -74.276615)"
1107197,07/27/2016 10:34:14 PM +0000,7/27/16,2:20 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,716-210-8177,Prerecorded Voice,,NV,89148,"NV 89148
(36.06599, -115.29557)"
1107199,07/27/2016 10:36:50 PM +0000,7/27/16,11:15 AM,Phone,Wired,Telemarketing (including do not call and spoofing),206-497-1534,Prerecorded Voice,,KY,41011,"KY 41011-1830
(39.069116, -84.552918)"
1107204,07/27/2016 10:38:19 PM +0000,7/27/16,12:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-230-8103,Prerecorded Voice,,OH,43614,"OH 43614
(41.602859, -83.627858)"
1107206,07/27/2016 10:38:43 PM +0000,7/27/16,9:15 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,PA,17547,"PA 17547
(40.06917, -76.574664)"
1107208,07/27/2016 10:39:45 PM +0000,7/27/16,5:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),301-639-7715,Abandoned Calls,,MD,21769,"MD 21769-7852
(39.441614, -77.525154)"
1107210,07/27/2016 10:40:35 PM +0000,7/27/16,4:37 PM,Phone,Internet (VOIP),Robocalls,321-200-0151,Prerecorded Voice,321-200-0151,MA,1824,"MA 01824
(42.593923, -71.355551)"
1182192,09/08/2016 02:57:24 PM +0000,9/8/16,9:52 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,202-864-0121,Prerecorded Voice,,NJ,7450,"NJ 07450
(40.98276, -74.112622)"
1107213,07/27/2016 10:41:20 PM +0000,7/27/16,4:30 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,206-391-7046,Prerecorded Voice,,KS,66044,"KS 66044
(39.004162, -95.220088)"
1107214,07/27/2016 10:42:06 PM +0000,7/27/16,4:33 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),,Live Voice,385-249-1221,OK,73112,"OK 73112
(35.518064, -97.572741)"
1107216,07/27/2016 10:42:51 PM +0000,7/27/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,888-982-2929,AZ,85006,"AZ 85006
(33.4655, -112.04818)"
1107252,07/27/2016 10:54:06 PM +0000,7/26/16,8:40 PM,Phone,Wired,Telemarketing (including do not call and spoofing),415-231-0332,Prerecorded Voice,,CA,92629,"CA 92629
(33.477429, -117.703973)"
1107269,07/27/2016 10:57:12 PM +0000,7/27/16,1:18 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,206-212-0074,Prerecorded Voice,,CT,6820,"CT 06820
(41.078279, -73.482489)"
1107278,07/27/2016 10:58:24 PM +0000,7/27/16,5:54 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),848-208-1438,Abandoned Calls,,NJ,7642,"NJ 07642
(41.006798, -74.044418)"
1107282,07/27/2016 10:59:03 PM +0000,7/27/16,1:33 PM,Phone,Wired,Robocalls,347-594-5662,Prerecorded Voice,347-594-5662,CA,95864,"CA 95864
(38.586138, -121.377082)"
1107314,07/27/2016 11:11:03 PM +0000,7/27/16,4:43 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,262-909-8795,WI,53143,"WI 53143
(42.563953, -87.830845)"
1107317,07/27/2016 11:11:30 PM +0000,7/27/16,5:07 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,215-647-0338,Abandoned Calls,215-647-0338,IL,60615,"IL 60615
(41.801993, -87.602725)"
1107330,07/27/2016 11:15:18 PM +0000,7/27/16,4:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),360-207-0918,Prerecorded Voice,360-207-0918,MO,63026,"MO 63026
(38.504609, -90.463646)"
1107331,07/27/2016 11:15:29 PM +0000,7/27/16,6:00 PM,Phone,Internet (VOIP),Robocalls,206-483-0016,Prerecorded Voice,,NC,27405,"NC 27405
(36.111968, -79.745494)"
1107332,07/27/2016 11:15:38 PM +0000,7/27/16,2:15 P.M.,Phone,Wired,Robocalls,310-929-8451,Prerecorded Voice,310-929-8451,CA,95827,"CA 95827
(38.563097, -121.328511)"
1107334,07/27/2016 11:16:10 PM +0000,7/27/16,2:15 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),760-331-2607,Prerecorded Voice,415-914-1879,VA,22033,"VA 22033
(38.874054, -77.384714)"
1107360,07/27/2016 11:26:29 PM +0000,7/27/16,5:15 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),214-617-9579,Live Voice,214-617-9579,TX,76084,"TX 76084
(32.441326, -97.096105)"
1107362,07/27/2016 11:28:27 PM +0000,7/27/16,,Phone,Wired,Robocalls,,Prerecorded Voice,347-410-6895,MD,20852,"MD 20852-5547
(39.036505, -77.118705)"
1107370,07/27/2016 11:32:43 PM +0000,7/27/16,11:19 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),561-201-9233,Prerecorded Voice,,FL,33129,"FL 33129
(25.755504, -80.205321)"
1107373,07/27/2016 11:32:58 PM +0000,7/27/16,10:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,,NY,11106,"NY 11106
(40.761751, -73.9312)"
1107374,07/27/2016 11:33:20 PM +0000,7/27/16,6:15 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),866-440-3916,Live Voice,888-337-7253,MD,21046,"MD 21046
(39.175, -76.846558)"
1107375,07/27/2016 11:33:22 PM +0000,7/27/16,3:23 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,206-866-0374,Prerecorded Voice,,CA,95035,"CA 95035
(37.43669, -121.886606)"
1107408,07/27/2016 11:51:15 PM +0000,7/27/16,5:40 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),313-209-6202,Live Voice,,AL,36116,"AL 36116
(32.306606, -86.224663)"
1107410,07/27/2016 11:52:12 PM +0000,7/27/16,3:45 PM,Phone,Wired,Robocalls,,Text Message,,WA,98571,"WA 98571
(47.195433, -124.179458)"
1107414,07/27/2016 11:57:06 PM +0000,7/27/16,3:47 PM,Phone,Wired,Telemarketing (including do not call and spoofing),602-529-5638,Live Voice,,AZ,85255,"AZ 85255
(33.678316, -111.870498)"
1107418,07/27/2016 11:59:08 PM +0000,7/27/16,11:02 AM,Phone,Wired,Telemarketing (including do not call and spoofing),713-581-1487,Live Voice,,AZ,85119,"AZ 85119
(33.415083, -111.512524)"
1107449,07/28/2016 12:13:57 AM +0000,7/27/16,5:05 PM,Phone,Wired,Telemarketing (including do not call and spoofing),512-501-4516,Abandoned Calls,,TX,75758,"TX 75758
(32.261679, -95.515713)"
1107450,07/28/2016 12:13:59 AM +0000,7/27/16,3:39 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,CA,95131,"CA 95131
(37.387014, -121.8938)"
1107459,07/28/2016 12:16:21 AM +0000,7/27/16,3:35 PM,Phone,Wired,Robocalls,347-523-4369,Prerecorded Voice,,VA,20120,"VA 20120
(38.85083, -77.453846)"
1107460,07/28/2016 12:16:32 AM +0000,7/27/16,6:08 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,TX,76148,"TX 76148
(32.868866, -97.25093)"
1107470,07/28/2016 12:20:47 AM +0000,7/27/16,8:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,TX,75070,"TX 75070
(33.17408, -96.697468)"
1107473,07/28/2016 12:21:41 AM +0000,7/27/16,3:37 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),757-657-4186,Prerecorded Voice,,IL,60660,"IL 60660
(41.991062, -87.666362)"
1107475,07/28/2016 12:21:49 AM +0000,7/20/16,3:00 PM,Phone,Wired,Robocalls,530-298-9248,Prerecorded Voice,530-298-9248,CA,95682,"CA 95682
(38.642548, -120.961437)"
1107476,07/28/2016 12:21:55 AM +0000,7/27/16,5:37 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),760-313-7903,Text Message,,AZ,85295,"AZ 85295
(33.306831, -111.739735)"
1107495,07/28/2016 12:33:26 AM +0000,7/27/16,6:08 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),256-810-8043,Prerecorded Voice,,AL,35653,"AL 35653
(34.518279, -87.821826)"
1107499,07/28/2016 12:36:22 AM +0000,7/22/16,6:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,CA,90034,"CA 90034
(34.030429, -118.399737)"
1107515,07/28/2016 12:42:24 AM +0000,7/27/16,7:35 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,,FL,33442,"FL 33442
(26.311546, -80.144314)"
1107530,07/28/2016 12:48:55 AM +0000,7/27/16,7:04 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),323-654-3212,Live Voice,323-989-8888,NJ,7621,"NJ 07621
(40.924404, -73.998913)"
1182197,09/08/2016 03:01:04 PM +0000,9/6/16,2:36 PM,Phone,Wired,Telemarketing (including do not call and spoofing),608-302-6942,Live Voice,877-391-3514,WI,53901,"WI 53901
(43.552823, -89.4814)"
1059298,06/28/2016 07:19:14 PM +0000,6/28/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,216-322-8255,Prerecorded Voice,,FL,33558,"FL 33558
(28.15362, -82.51729)"
1182198,09/08/2016 03:02:13 PM +0000,9/8/16,9:40 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,MD,21230,"MD 21230
(39.26895, -76.625094)"
1107540,07/28/2016 12:54:50 AM +0000,7/27/16,4:30 PM,Phone,Wired,Telemarketing (including do not call and spoofing),347-246-4410,Prerecorded Voice,,MD,21403,"MD 21403
(38.947537, -76.48886)"
1107542,07/28/2016 12:55:42 AM +0000,7/27/16,7:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),423-405-1204,Prerecorded Voice,,PA,18104,"PA 18104
(40.60276, -75.537329)"
1107560,07/28/2016 01:07:38 AM +0000,7/27/16,7:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),941-845-9119,Live Voice,,IA,50325,"IA 50325
(41.611089, -93.788951)"
1107562,07/28/2016 01:11:15 AM +0000,7/27/16,5:51 PM,Phone,Wired,Telemarketing (including do not call and spoofing),617-841-8578,Abandoned Calls,,MD,20882,"MD 20882
(39.227609, -77.159627)"
1107581,07/28/2016 01:21:55 AM +0000,7/27/16,4:45 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,208-261-3002,Prerecorded Voice,,NV,89506,"NV 89506
(39.648794, -119.847795)"
1107583,07/28/2016 01:22:30 AM +0000,7/27/16,5:22 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),414-209-1236,Live Voice,,WI,53172,"WI 53172
(42.911021, -87.864827)"
1107586,07/28/2016 01:24:30 AM +0000,7/26/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),712-454-5074,Live Voice,712-454-5074,IA,51106,"IA 51106
(42.466334, -96.343158)"
1107678,07/28/2016 02:53:22 AM +0000,7/27/16,8:45 PM,Phone,Wired,Telemarketing (including do not call and spoofing),385-203-8241,Live Voice,,MN,55109,"MN 55109
(45.013588, -93.022687)"
1107680,07/28/2016 02:57:36 AM +0000,7/7/16,10:00 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),,Prerecorded Voice,,NY,11561,"NY 11561
(40.588332, -73.660291)"
1107681,07/28/2016 02:58:50 AM +0000,7/27/16,6:50 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),949-438-7816,Abandoned Calls,,CA,92660,"CA 92660
(33.632533, -117.874353)"
1107688,07/28/2016 03:08:45 AM +0000,7/27/16,5:15 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),760-330-5173,Prerecorded Voice,,CA,93527,"CA 93527
(35.690512, -117.854366)"
1107690,07/28/2016 03:12:54 AM +0000,7/27/16,6:44 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),714-262-4628,Live Voice,,CA,90706,"CA 90706
(33.88777, -118.127923)"
1107696,07/28/2016 03:26:09 AM +0000,7/26/16,10:57 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),248-537-9433,Prerecorded Voice,248-537-9433,CO,80303,"CO 80303
(39.990475, -105.217034)"
1107701,07/28/2016 03:28:15 AM +0000,7/27/16,7:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),569-666-2516,Live Voice,559-666-2516,CA,92264,"CA 92264
(33.79072, -116.515891)"
1059405,06/28/2016 07:45:55 PM +0000,6/28/16,12:12 PM,Phone,Wired,Robocalls,208-651-4038,Prerecorded Voice,,MN,55025,"MN 55025
(45.266733, -92.998705)"
1107708,07/28/2016 03:31:35 AM +0000,7/27/16,8:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),209-407-5157,Live Voice,209-407-5157,NM,88310,"NM 88310
(32.819549, -106.007549)"
1107711,07/28/2016 03:33:13 AM +0000,7/26/16,6:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),415-534-3534,Prerecorded Voice,888-411-1135,CO,80303,"CO 80303
(39.990475, -105.217034)"
1107714,07/28/2016 03:34:44 AM +0000,7/27/16,3:50 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),251-219-7353,Abandoned Calls,,LA,70445,"LA 70445
(30.346886, -89.927388)"
1107716,07/28/2016 03:37:05 AM +0000,7/27/16,6:20 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),916-226-1527,Live Voice,916-226-1527,CA,95678,"CA 95678
(38.762846, -121.28833)"
1107725,07/28/2016 03:43:49 AM +0000,7/27/16,7:13 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,CA,90028,"CA 90028
(34.09981, -118.327083)"
1107727,07/28/2016 03:45:30 AM +0000,7/27/16,8:32 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),307-274-9058,Live Voice,,WY,82009,"WY 82009
(41.313669, -104.828488)"
1107759,07/28/2016 04:33:24 AM +0000,7/27/16,7:43 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),818-555-0135,Abandoned Calls,,CA,95642,"CA 95642
(38.358191, -120.740373)"
1107764,07/28/2016 04:45:06 AM +0000,7/27/16,11:58 AM,Phone,Wired,Telemarketing (including do not call and spoofing),206-483-0022,Prerecorded Voice,206-483-0022,TN,37377,"TN 37377
(35.17612, -85.33937)"
1107807,07/28/2016 06:56:47 AM +0000,7/27/16,6:00 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Autodialed Live Voice Call,,CA,90007,"CA 90007
(34.027762, -118.28507)"
1182203,09/08/2016 03:06:34 PM +0000,9/8/16,8:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),858-900-3090,Abandoned Calls,858-900-3090,PA,16361,"PA 16361
(41.385596, -79.32165)"
1145422,08/18/2016 02:17:34 PM +0000,8/18/16,9:05 AM,Phone,Wired,Robocalls,,Prerecorded Voice,424-356-2495,MD,21771,"MD 21771
(39.386047, -77.153897)"
1145429,08/18/2016 02:23:52 PM +0000,8/18/16,9:16 AM,Phone,Wired,Robocalls,424-356-2707,Prerecorded Voice,,MA,1720,"MA 01720
(42.480623, -71.442053)"
1078833,07/11/2016 08:11:55 PM +0000,7/7/16,8:02 AM,Phone,Wired,Robocalls,,Abandoned Calls,,CA,92223,"CA 92223
(33.945114, -116.98218)"
1107812,07/28/2016 07:03:11 AM +0000,7/26/16,1:54 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,310-562-3833,Abandoned Calls,,CA,94510,"CA 94510
(38.076211, -122.148763)"
1107813,07/28/2016 07:06:04 AM +0000,7/12/16,7:55 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,213-266-7231,Abandoned Calls,,CA,94510,"CA 94510
(38.076211, -122.148763)"
1182209,09/08/2016 03:08:13 PM +0000,9/8/16,9:52 AM,Phone,Wired,Robocalls,202-870-5891,Abandoned Calls,,NC,27896,"NC 27896
(35.776874, -77.961744)"
1182212,09/08/2016 03:09:07 PM +0000,9/8/16,8:26 AM,Phone,Internet (VOIP),Robocalls,877-304-6426,Prerecorded Voice,,NY,10108,"NY 10108
(40.754531, -73.981138)"
1182215,09/08/2016 03:10:07 PM +0000,9/8/16,9:23 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,864-624-2450,Prerecorded Voice,864-624-2450,MI,48169,"MI 48169
(42.458803, -83.930388)"
1182216,09/08/2016 03:11:11 PM +0000,9/8/16,9:34 AM,Phone,Wired,Telemarketing (including do not call and spoofing),215-383-0395,Abandoned Calls,,PA,16701,"PA 16701
(41.937002, -78.696712)"
1182223,09/08/2016 03:14:23 PM +0000,9/8/16,6:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,737-600-8288,ID,83854,"ID 83854
(47.724059, -116.955403)"
1182225,09/08/2016 03:15:54 PM +0000,9/8/16,8:30 AM,Phone,Internet (VOIP),Robocalls,,Prerecorded Voice,484-336-0349,VA,23234,"VA 23234
(37.453556, -77.469318)"
1182227,09/08/2016 03:15:57 PM +0000,9/8/16,8:55 PM,Phone,Wired,Telemarketing (including do not call and spoofing),903-405-2077,Live Voice,,TX,76245,"TX 76245
(33.834405, -96.845797)"
1182240,09/08/2016 03:23:13 PM +0000,9/8/16,9:15 AM,Phone,Wired,Telemarketing (including do not call and spoofing),954-507-5863,Abandoned Calls,,IA,50263,"IA 50263
(41.598307, -93.866527)"
